name,platform,year,genre,publisher,na,eu,jp,other,global_sales,label
Dragon Quest III: Soshite Densetsu e...,24,1996,8,145,0,0,1.36,0,1.36,1
Centipede,1,1981,9,54,1.26,0.08,0,0.01,1.36,1
Yoshi's New Island,3,2014,5,368,0.47,0.51,0.28,0.09,1.36,1
Ryse: Son of Rome,31,2013,1,328,0.82,0.42,0,0.11,1.36,1
Dead to Rights,17,2002,9,139,0.67,0.52,0,0.17,1.36,1
LEGO Harry Potter: Years 5-7,26,2009,1,558,0.76,0.47,0,0.13,1.36,1
Marvel vs. Capcom 3: Fate of Two Worlds,18,2011,3,82,0.81,0.29,0.11,0.14,1.35,1
Dance Dance Revolution (Japan),16,1999,10,282,0,0,1.26,0.09,1.35,1
F1 2010,18,2010,7,91,0.25,0.76,0.08,0.27,1.35,1
Madden NFL 98,16,1997,11,139,1.29,0.03,0,0.03,1.35,1
FIFA Soccer 09,20,2008,11,139,0.23,0.73,0.02,0.37,1.35,1
Namco Museum DS,5,2007,4,54,1.18,0.01,0.06,0.09,1.35,1
FIFA Soccer 08,20,2007,11,139,0.2,0.76,0,0.39,1.35,1
Grand Theft Auto: Chinatown Wars,5,2009,1,498,0.59,0.57,0.05,0.14,1.35,1
Alan Wake,29,2010,1,328,0.66,0.51,0.05,0.13,1.35,1
Battlefield: Bad Company,18,2008,9,139,0.76,0.36,0.05,0.18,1.35,1
Mortal Kombat X,31,2015,3,558,1,0.21,0,0.13,1.35,1
Samurai Warriors,17,2004,1,139,0.22,0.05,1.06,0.02,1.35,1
The Simpsons: Hit & Run,30,2003,7,554,0.7,0.58,0,0.07,1.35,1
Devil May Cry 4,29,2008,1,82,0.79,0.34,0.08,0.13,1.35,1
Tom Clancy's Rainbow Six: Vegas 2,18,2008,9,532,0.66,0.45,0.04,0.21,1.35,1
Monster Hunter Freedom,20,2005,8,82,0.24,0.04,1.03,0.04,1.35,1
Crysis 2,29,2011,1,139,0.7,0.5,0.02,0.12,1.35,1
SaGa Frontier,16,1997,8,475,0.15,0.04,1.07,0.09,1.35,1
SingStar Party,17,2004,4,464,0,1.04,0,0.31,1.35,1
FIFA Soccer 08,29,2007,11,139,0.31,0.89,0.01,0.14,1.35,1
The ICO & Shadow of the Colossus Collection,18,2011,2,464,0.67,0.37,0.13,0.17,1.35,1
Test Drive,17,2002,7,54,0.95,0.21,0.01,0.18,1.34,1
Mario & Luigi: Partners in Time,5,2005,8,368,0.77,0.07,0.43,0.08,1.34,1
Lost Planet: Extreme Condition,29,2006,9,82,1.09,0.04,0.1,0.11,1.34,1
Mortal Kombat 3,9,1994,3,13,1.03,0.27,0,0.04,1.34,1
Doom 3,30,2005,9,17,0.85,0.43,0,0.06,1.34,1
Donkey Kong Jungle Beat,8,2004,5,368,0.84,0.22,0.24,0.04,1.34,1
Need for Speed Carbon,17,2006,7,139,1.22,0.05,0.05,0.01,1.34,1
Max Payne 2: The Fall of Max Payne,17,2003,9,498,0.65,0.51,0,0.17,1.34,1
Command & Conquer: Red Alert 2,14,2000,12,139,1.32,0.02,0,0,1.34,1
MVP Baseball 2004,17,2004,11,139,1.1,0.06,0,0.18,1.34,1
WWE SmackDown vs Raw 2008,18,2007,3,514,0.62,0.5,0.01,0.21,1.33,1
Ratchet & Clank: Up Your Arsenal (Weekly american sales),17,2004,5,464,1.27,0.05,0,0.02,1.33,1
Your Shape: Fitness Evolved,29,2010,11,532,0.79,0.42,0,0.11,1.33,1
Rage,18,2011,9,65,0.47,0.59,0.06,0.21,1.33,1
Skylanders SWAP Force,29,2013,5,17,0.86,0.36,0,0.11,1.33,1
NBA 2K14,19,2013,11,498,0.89,0.31,0.01,0.12,1.33,1
Spider-Man: The Movie,7,2002,1,17,0.92,0.35,0.01,0.05,1.33,1
WWF War Zone,11,1998,3,13,1.08,0.24,0,0.02,1.33,1
Tony Hawk's Pro Skater,6,2000,11,17,0.9,0.38,0.01,0.05,1.33,1
The Sims: Bustin' Out,7,2003,10,139,0.93,0.35,0,0.06,1.33,1
Triple Play 2001,16,2000,11,139,0.74,0.5,0,0.09,1.33,1
Metroid Prime 2: Echoes,8,2004,9,368,0.87,0.35,0.07,0.04,1.33,1
UFC Undisputed 2010,29,2010,3,514,0.9,0.31,0,0.11,1.33,1
Final Fantasy X / X-2 HD Remaster,18,2013,8,474,0.43,0.4,0.32,0.18,1.33,1
Corvette,17,2004,7,502,0.65,0.51,0,0.17,1.33,1
Petz Wild Animals: Dolphinz,5,2007,10,532,0.71,0.48,0,0.13,1.33,1
Pokemon Ranger: Guardian Signs,5,2010,8,368,0.51,0.17,0.58,0.06,1.33,1
Middle-Earth: Shadow of Mordor,31,2014,1,558,0.72,0.5,0.01,0.1,1.32,1
Need for Speed Underground Rivals,20,2005,7,139,0.69,0.38,0.02,0.24,1.32,1
LEGO Batman: The Videogame,18,2008,1,558,0.72,0.42,0,0.19,1.32,1
Dark Souls II,18,2014,8,351,0.4,0.36,0.4,0.17,1.32,1
World of Warcraft: Wrath of the Lich King,14,2008,8,17,0.01,0.13,0,1.18,1.32,1
Kingdom Hearts II,18,2014,8,474,0.52,0.43,0.18,0.19,1.32,1
The LEGO Movie Videogame,29,2014,1,558,0.69,0.52,0,0.11,1.32,1
TOCA 2: Touring Cars,16,1998,7,91,0.03,1.16,0.02,0.11,1.32,1
Gyromite,12,1985,6,368,0.73,0.16,0.4,0.03,1.32,1
NFL 2K3,17,2002,11,54,1.06,0.08,0,0.18,1.32,1
Fighting Force,16,1997,3,138,0.73,0.5,0,0.09,1.32,1
Mega Man Battle Network 4: Red Sun / Blue Moon,7,2003,8,82,0.31,0.04,0.96,0.01,1.32,1
MAG: Massive Action Game,18,2010,9,464,0.77,0.3,0.09,0.16,1.32,1
Madden NFL 97,16,1996,11,139,0.73,0.5,0,0.09,1.32,1
Cars 2,5,2011,7,126,0.72,0.44,0.04,0.12,1.32,1
Skylanders Giants,29,2012,1,17,0.75,0.45,0,0.11,1.32,1
LEGO Batman: The Videogame,20,2009,1,558,0.57,0.46,0,0.28,1.32,1
TNN Motor Sports Hardcore 4x4,16,1996,7,42,0.73,0.5,0,0.09,1.31,1
IHRA Drag Racing 2,17,2002,7,65,0.64,0.5,0,0.17,1.31,1
The Beatles: Rock Band,29,2009,4,345,0.97,0.23,0,0.11,1.31,1
Tekken 6,29,2009,3,351,0.71,0.42,0.05,0.13,1.31,1
[Prototype],29,2009,1,17,0.84,0.35,0,0.12,1.31,1
Deal or No Deal,26,2009,4,576,1.22,0,0,0.09,1.31,1
Madagascar,17,2005,5,17,0.78,0.45,0,0.07,1.31,1
Rugrats Studio Tour,16,1999,2,514,0.57,0.67,0,0.07,1.31,1
LEGO Battles,5,2009,12,558,0.81,0.38,0,0.12,1.31,1
Pitfall II: Lost Caverns,1,1983,5,17,1.22,0.07,0,0.02,1.31,1
Turok: Evolution,17,2002,9,13,0.64,0.5,0,0.17,1.31,1
High School Musical 3: Senior Year DANCE!,26,2008,4,126,0.68,0.49,0,0.13,1.31,1
Gold's Gym: Cardio Workout,26,2008,11,532,1.11,0.04,0.06,0.09,1.31,1
Burnout 3: Takedown,30,2004,7,139,0.84,0.43,0,0.04,1.31,1
Adventure,1,1982,2,54,1.21,0.08,0,0.01,1.3,1
Yu-Gi-Oh! The Sacred Cards,7,2002,8,282,0.94,0.35,0,0.02,1.3,1
Crysis 2,18,2011,1,139,0.45,0.57,0.06,0.21,1.3,1
NBA Live 07,17,2006,11,139,1.07,0.04,0.02,0.17,1.3,1
Saints Row IV,18,2013,1,119,0.56,0.44,0.09,0.21,1.3,1
SingStar '80s,17,2005,4,464,0.27,0.02,0,1.02,1.3,1
EA Playground,26,2007,11,139,0.69,0.48,0,0.13,1.3,1
Test Drive 5,16,1997,7,14,1.05,0.2,0,0.05,1.3,1
Romancing SaGa 3,24,1995,8,475,0,0,1.29,0.01,1.3,1
EA Sports Active 2,26,2010,11,139,0.78,0.4,0,0.11,1.3,1
Digimon World,16,1999,8,351,0.56,0.38,0.28,0.08,1.3,1
Rise of the Tomb Raider,31,2015,2,474,0.53,0.64,0.02,0.1,1.3,1
Need for Speed Carbon,26,2006,7,139,0.46,0.66,0.02,0.15,1.29,1
Yoshi's Woolly World,27,2015,5,368,0.61,0.47,0.11,0.1,1.29,1
Mega Man Battle Network 3 Blue / White Version,7,2002,8,82,0.39,0.02,0.85,0.03,1.29,1
FIFA Street,18,2012,11,139,0.11,0.92,0,0.25,1.29,1
Resident Evil Zero,8,2002,1,82,0.54,0.27,0.45,0.04,1.29,1
Need for Speed: Most Wanted,29,2005,7,139,1,0.17,0.02,0.1,1.29,1
Tom Clancy's Rainbow Six: Siege,31,2015,9,532,0.73,0.44,0,0.12,1.29,1
Pirates of the Caribbean: The Curse of the Black Pearl,7,2003,5,502,0.93,0.34,0,0.02,1.29,1
Transformers,17,2004,9,54,0.63,0.49,0,0.16,1.29,1
Guitar Hero: Aerosmith,26,2008,4,17,1.04,0.14,0,0.1,1.29,1
Mystery Case Files: MillionHeir,5,2008,2,368,0.76,0.4,0,0.12,1.29,1
Valkyria Chronicles,18,2008,8,452,0.71,0.2,0.24,0.13,1.29,1
Midnight Club 3: DUB Edition (America weekly sales),17,2005,7,498,1.22,0.05,0,0.01,1.29,1
Champions of Norrath,17,2004,8,468,0.63,0.49,0,0.16,1.28,1
Watch Dogs,29,2014,1,532,0.72,0.45,0.01,0.11,1.28,1
Imagine: Wedding Designer,5,2008,10,532,0.55,0.59,0,0.14,1.28,1
Metal Gear Solid V: Ground Zeroes,19,2014,1,282,0.45,0.46,0.17,0.2,1.28,1
Yakuman,6,1989,4,368,0,0,1.28,0,1.28,1
Assassin's Creed Syndicate,31,2015,1,532,0.61,0.56,0,0.11,1.28,1
Army Men 3D,16,1999,1,5,1.1,0.14,0,0.04,1.28,1
WWE '13,29,2012,1,514,0.72,0.45,0,0.11,1.28,1
Twisted Metal 4,16,1999,7,11,1.07,0.16,0,0.04,1.28,1
Manhunt,17,2003,1,498,0.63,0.49,0,0.16,1.28,1
Kid Icarus: Uprising,3,2012,1,368,0.48,0.35,0.36,0.07,1.28,1
Silent Hill 2,17,2001,1,282,0.62,0.49,0,0.16,1.28,1
Tomb Raider: Underworld,18,2008,1,138,0.45,0.56,0.05,0.22,1.27,1
Castlevania: Symphony of the Night,16,1997,5,282,0.58,0.4,0.21,0.08,1.27,1
The Sims 2: Nightlife,14,2005,10,139,1.22,0.05,0,0,1.27,1
LEGO Batman: The Videogame,17,2008,1,558,0.72,0.03,0,0.52,1.27,1
Road Rash,16,1995,7,139,0.71,0.48,0,0.08,1.27,1
Pokemon Mystery Dungeon: Gates to Infinity,3,2012,8,368,0.44,0.3,0.47,0.06,1.27,1
Atlantis,1,1981,9,242,1.18,0.08,0,0.01,1.27,1
NBA 2K9,29,2008,11,498,1,0.16,0,0.11,1.27,1
WWE '12,29,2011,3,514,0.74,0.4,0,0.12,1.27,1
Tony Hawk's Underground,30,2003,11,17,0.85,0.37,0,0.05,1.27,1
Hogan's Alley,12,1984,9,368,0.68,0.16,0.41,0.02,1.27,1
The Elder Scrolls Online,31,2015,8,65,0.77,0.38,0,0.12,1.27,1
Jillian Michaels' Fitness Ultimatum 2009,26,2008,11,119,0.96,0.2,0,0.11,1.27,1
.hack//Infection Part 1,17,2002,8,54,0.49,0.38,0.26,0.13,1.27,1
Rockstar Games presents Table Tennis,26,2007,11,498,0.39,0.73,0,0.15,1.27,1
Sonic Adventure DX: Director's Cut,8,2003,5,452,0.87,0.3,0.06,0.03,1.27,1
Jet Li: Rise to Honor,17,2004,1,464,0.62,0.48,0,0.16,1.27,1
Battle Arena Toshinden,16,1994,3,464,0.39,0.26,0.53,0.08,1.27,1
Yokai Watch 3,3,2016,1,288,0,0,1.27,0,1.27,1
Kung Fu Panda,5,2008,1,17,0.56,0.57,0,0.14,1.26,1
Tamagotchi Connection: Corner Shop,5,2005,10,54,0.1,0.02,1.12,0.01,1.26,1
Football Manager 2011,14,2010,11,452,0,1.01,0,0.25,1.26,1
Devil Dice,16,1998,6,514,0.05,0.03,1.1,0.08,1.26,1
Final Fantasy IV,5,2007,10,474,0.54,0.05,0.62,0.05,1.26,1
Hyrule Warriors,27,2014,1,368,0.61,0.42,0.13,0.1,1.26,1
Need for Speed Carbon,18,2006,7,139,0.49,0.52,0.03,0.21,1.26,1
Championship Manager 03/04,14,2003,11,138,0,1.15,0,0.11,1.26,1
Brian Lara Cricket,16,1998,11,91,0.02,1.13,0.01,0.1,1.26,1
Ratatouille,5,2007,1,514,0.5,0.62,0,0.14,1.26,1
Wheel of Fortune,16,1998,4,217,0.99,0.22,0,0.04,1.26,1
LEGO The Lord of the Rings,29,2012,1,558,0.63,0.51,0,0.11,1.26,1
Winter Sports: The Ultimate Challenge,26,2007,11,443,0.45,0.68,0,0.12,1.26,1
SOCOM: U.S. Navy SEALs Confrontation,18,2008,9,464,0.94,0.17,0.02,0.13,1.25,1
NBA Live 2001,16,2000,11,139,0.7,0.47,0,0.08,1.25,1
Star Wars: The Force Unleashed,17,2008,1,296,0.49,0,0.01,0.75,1.25,1
Combat,1,1982,1,54,1.17,0.07,0,0.01,1.25,1
Tom Clancy's Rainbow Six: Vegas,18,2007,9,532,0.47,0.53,0.03,0.22,1.25,1
Dragon Ball: Daimaou Fukkatsu,12,1988,8,351,0,0,1.25,0,1.25,1
Gegege no Kitarou 2: Youkai Gundan no Chousen,12,1987,8,351,0,0,1.25,0,1.25,1
Reel Fishing,16,1996,11,352,0.99,0.13,0.1,0.04,1.25,1
Injustice: Gods Among Us,18,2013,3,558,0.48,0.53,0.01,0.23,1.25,1
Pokemon XD: Gale of Darkness,8,2005,8,368,0.71,0.19,0.31,0.03,1.25,1
Black,17,2006,9,139,1.01,0.04,0.03,0.16,1.25,1
RollerCoaster Tycoon 2,14,2002,12,54,1.19,0.05,0,0,1.25,1
Lara Croft Tomb Raider: The Angel of Darkness,17,2003,1,138,0.61,0.48,0,0.16,1.25,1
Tom Clancy's Splinter Cell: Pandora Tomorrow,17,2004,1,532,0.52,0.56,0,0.17,1.25,1
Road Rash 3D,16,1998,7,139,1.05,0.16,0,0.04,1.25,1
Ratchet: Deadlocked,17,2005,9,464,0.85,0.03,0.22,0.14,1.24,1
Baldur's Gate: Dark Alliance,17,2001,8,551,0.61,0.48,0,0.16,1.24,1
Transformers: Autobots / Decepticons,5,2007,1,17,1.12,0.03,0,0.09,1.24,1
Tales of Xillia,18,2011,8,351,0.29,0.19,0.67,0.09,1.24,1
Diddy Kong Racing DS,5,2007,7,368,1.1,0.04,0,0.1,1.24,1
[Prototype],18,2009,1,17,0.65,0.41,0,0.19,1.24,1
Assassin's Creed: Bloodlines,20,2009,1,532,0.43,0.48,0.05,0.28,1.24,1
Oddworld: Abe's Oddysee,16,1997,5,209,0.75,0.44,0,0.06,1.24,1
The Witcher 3: Wild Hunt,31,2015,8,351,0.66,0.47,0,0.11,1.24,1
Ridge Racer V,17,2000,1,351,0.24,0.19,0.75,0.06,1.24,1
WWE SmackDown vs. Raw 2009,17,2008,3,514,0.69,0,0,0.55,1.24,1
Tetris 2 (All region sales),6,1992,6,368,0.56,0.22,0.43,0.03,1.24,1
Star Wars Episode III: Revenge of the Sith,30,2005,1,17,0.82,0.38,0,0.04,1.24,1
Ben 10: Protector of Earth,26,2007,1,111,0.55,0.55,0,0.13,1.23,1
Frogger: The Great Quest,17,2001,5,282,0.6,0.47,0,0.16,1.23,1
2010 FIFA World Cup South Africa,18,2010,11,139,0.3,0.64,0.07,0.22,1.23,1
Ninja Gaiden,30,2004,1,328,0.92,0.2,0.07,0.04,1.23,1
Crash Bandicoot: The Wrath of Cortex,30,2002,5,539,0.59,0.57,0,0.07,1.23,1
Driv3r,17,2004,7,54,0.6,0.47,0,0.16,1.23,1
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,16,2003,4,464,0.69,0.47,0,0.08,1.23,1
Farming Simulator 2015,14,2014,10,163,0.08,1.02,0,0.13,1.23,1
Guitar Hero: Aerosmith,29,2008,4,17,1,0.14,0,0.1,1.23,1
Medal of Honor: Airborne,18,2007,9,139,0.25,0.7,0.03,0.25,1.23,1
Kirby Tilt 'n' Tumble,6,2000,6,368,0.29,0.17,0.75,0.02,1.23,1
SpongeBob SquarePants: Battle for Bikini Bottom,7,2003,5,514,0.88,0.33,0,0.02,1.23,1
Vigilante 8,16,1998,7,17,0.68,0.47,0,0.08,1.23,1
Castlevania,12,1986,5,282,0.54,0.06,0.62,0.01,1.23,1
Donkey Kong Country 2,7,2004,5,368,0.79,0.27,0.12,0.04,1.23,1
Bayonetta,18,2009,1,452,0.44,0.41,0.21,0.17,1.23,1
"WarioWare, Inc.: Mega MicroGame$",7,2003,6,368,0.4,0.11,0.7,0.02,1.23,1
Star Wars: Battlefront II,20,2005,9,296,1.05,0.06,0.01,0.11,1.23,1
Madden NFL 17,19,2016,11,139,0.92,0.08,0,0.23,1.23,1
Boom Blox,26,2008,6,139,0.72,0.38,0,0.12,1.23,1
Fallout 4,14,2015,8,65,0.5,0.63,0,0.1,1.23,1
The Sims 2: Castaway,26,2007,10,139,0.45,0.64,0,0.14,1.23,1
LEGO Batman 2: DC Super Heroes,18,2012,1,558,0.5,0.53,0,0.2,1.22,1
Naruto Shippuden: Ultimate Ninja Storm 2,18,2010,3,351,0.42,0.47,0.15,0.18,1.22,1
Mario Power Tennis,8,2004,11,368,0.58,0.16,0.46,0.03,1.22,1
Intelligent Qube,16,1997,6,464,0.13,0.07,1,0.02,1.22,1
Game & Watch Gallery 2,6,1997,4,368,0.76,0.3,0.12,0.04,1.22,1
Game & Watch Gallery 3,6,1999,4,368,0.79,0.31,0.08,0.04,1.22,1
Pac-Man,12,1984,6,351,0.27,0.08,0.85,0.02,1.22,1
Parfait: Chocolat Second Style,17,2006,2,26,0.59,0.46,0.01,0.15,1.22,1
F1 2011,18,2011,7,91,0.12,0.75,0.11,0.25,1.22,1
Cars,20,2006,7,514,0.72,0.29,0,0.21,1.22,1
NBA Live 99,16,1997,11,139,1.13,0.05,0,0.03,1.22,1
Chocobo no Fushigi Dungeon,16,1997,8,475,0,0,1.14,0.08,1.22,1
Golden Sun: The Lost Age,7,2002,8,368,0.61,0.27,0.27,0.07,1.22,1
SimCity 2000,16,1996,10,312,0.68,0.46,0,0.08,1.22,1
Max Payne,30,2001,9,498,0.98,0.19,0,0.05,1.22,1
WCW Mayhem,16,1998,3,139,0.68,0.46,0,0.08,1.22,1
NBA 2K2,17,2002,11,452,0.59,0.46,0.01,0.15,1.22,1
NASCAR Thunder 2003,17,2005,7,999,0.6,0.46,0,0.16,1.22,1
Super Street Fighter IV: 3D Edition,3,2011,3,82,0.55,0.44,0.14,0.09,1.22,1
Cars,17,2006,7,514,1.01,0.04,0,0.16,1.21,1
Fuzion Frenzy,30,2001,4,328,0.93,0.24,0,0.04,1.21,1
Call of Duty: Finest Hour,30,2004,9,17,0.78,0.4,0,0.04,1.21,1
FIFA Soccer 11,20,2010,11,139,0.13,0.7,0.01,0.37,1.21,1
Sly Cooper and the Thievius Raccoonus,17,2002,5,464,1.03,0.14,0,0.04,1.21,1
LEGO Indiana Jones 2: The Adventure Continues,5,2009,1,17,0.66,0.43,0,0.12,1.21,1
The Magical Quest starring Mickey Mouse,24,1992,5,82,0.66,0.17,0.35,0.03,1.21,1
Dragon Quest IV: Michibikareshi Monotachi,16,2001,8,145,0,0,1.2,0.01,1.21,1
Star Wars Episode 1: Jedi Power Battles,16,1999,1,296,0.66,0.48,0.01,0.06,1.21,1
Dino Crisis 2,16,2000,1,551,0.34,0.49,0.28,0.1,1.21,1
Need for Speed Underground,8,2003,7,139,0.69,0.48,0.01,0.03,1.21,1
Shrek / Shrek 2 2-in-1 Gameboy Advance Video,7,2007,4,999,0.87,0.32,0,0.02,1.21,1
Test Drive 4,16,1997,7,139,0.67,0.46,0,0.08,1.21,1
FIFA Soccer 07,20,2006,11,139,0.24,0.65,0,0.32,1.21,1
World Soccer Winning Eleven 9 (JP & Others sales),20,2005,11,282,0.01,0.88,0.31,0,1.2,1
The Lord of the Rings: The Fellowship of the Ring,17,2002,1,71,0.59,0.46,0,0.15,1.2,1
LEGO Star Wars III: The Clone Wars,18,2011,1,296,0.52,0.49,0,0.2,1.2,1
ATV Offroad Fury 3,17,2004,7,469,1,0.04,0,0.16,1.2,1
Pikmin 2,8,2004,12,368,0.48,0.13,0.56,0.03,1.2,1
Just Dance 2016,26,2015,4,532,0.52,0.59,0,0.1,1.2,1
Disney Sing It,26,2008,4,126,0.77,0.31,0,0.12,1.2,1
Battlefield: Hardline,31,2015,9,139,0.72,0.37,0.01,0.11,1.2,1
WWE 2K16,19,2015,11,498,0.41,0.6,0,0.19,1.2,1
Dragon Ball Z: La Legende Saien,24,1993,3,351,0,0,1.2,0,1.2,1
TwinBee,12,1986,9,282,0,0,1.2,0,1.2,1
Ganbare Goemon! Karakuri Douchuu,12,1986,5,282,0,0,1.2,0,1.2,1
NFL 2K,4,1999,11,452,1.12,0.05,0,0.02,1.2,1
SolarStriker,6,1989,9,368,0.4,0.39,0.36,0.04,1.2,1
Enter the Matrix,30,2003,1,54,0.72,0.43,0.01,0.04,1.2,1
NHL 2002,17,2001,11,139,0.59,0.46,0,0.15,1.2,1
Mario vs. Donkey Kong 2: March of the Minis,5,2006,6,368,0.74,0.03,0.36,0.07,1.2,1
Pok̩Park Wii: Pikachu's Adventure,26,2009,2,368,0.55,0.17,0.42,0.06,1.2,1
One Piece: Pirate Warriors,18,2012,1,351,0.01,0.24,0.86,0.09,1.2,1
WWE 2K14,18,2013,11,498,0.49,0.49,0,0.21,1.19,1
Metal Gear Solid: Portable Ops,20,2006,1,282,0.38,0.35,0.38,0.09,1.19,1
Nuclear Strike,16,1997,10,139,0.66,0.45,0,0.08,1.19,1
Captain Toad: Treasure Tracker,27,2014,6,368,0.56,0.36,0.19,0.09,1.19,1
WWE SmackDown vs Raw 2008,20,2007,3,514,0.45,0.47,0,0.28,1.19,1
The Simpsons: Road Rage,7,2003,7,514,0.86,0.32,0,0.02,1.19,1
Pro Evolution Soccer 2008,26,2008,11,282,0.09,0.84,0.11,0.15,1.19,1
SpongeBob SquarePants: Revenge of the Flying Dutchman,7,2002,5,514,0.92,0.23,0,0.04,1.19,1
Mario & Sonic at the London 2012 Olympic Games,3,2012,11,452,0.18,0.64,0.27,0.1,1.19,1
Scarface: The World is Yours,17,2006,1,554,0.99,0.04,0,0.16,1.19,1
Kobe Bryant in NBA Courtside,11,1998,11,368,1.02,0.13,0.04,0.01,1.19,1
Disney's Chip 'n Dale: Rescue Rangers,12,1990,5,82,0.68,0.14,0.35,0.02,1.19,1
The Dukes of Hazzard: Racing for Home,16,1999,7,532,0.99,0.16,0,0.04,1.19,1
Hitman 2: Silent Assassin,30,2004,1,138,0.76,0.38,0,0.05,1.19,1
FIFA 14,31,2013,11,139,0.41,0.66,0,0.12,1.19,1
Spider-Man: The Movie,8,2002,1,17,0.86,0.27,0.01,0.04,1.19,1
Final Fantasy I & II: Dawn of Souls,7,2004,8,368,0.64,0.24,0.29,0.02,1.19,1
NBA 2K17,19,2016,11,498,0.83,0.14,0,0.22,1.19,1
Pokemon Super Mystery Dungeon,3,2015,8,368,0.46,0.31,0.33,0.08,1.19,1
Just Dance 4,29,2012,4,532,0.9,0.2,0,0.08,1.19,1
Metal Gear Solid VR Missions,16,1999,2,282,0.66,0.45,0,0.08,1.18,1
Pole Position,1,1982,7,54,1.1,0.07,0,0.01,1.18,1
Resident Evil: Operation Raccoon City,18,2012,1,82,0.48,0.25,0.36,0.1,1.18,1
LEGO Indiana Jones: The Original Adventures,20,2008,1,296,0.4,0.49,0,0.29,1.18,1
Pro Yakyuu Family Stadium '88,12,1988,11,351,0.1,0,1.08,0,1.18,1
Shenmue,4,1999,2,452,0.52,0.24,0.38,0.04,1.18,1
Mario Tennis,6,2000,11,368,0.5,0.18,0.44,0.06,1.18,1
Tony Hawk's Pro Skater 2,7,2001,11,17,0.85,0.31,0,0.02,1.18,1
WWE '12,18,2011,3,514,0.53,0.46,0.02,0.17,1.18,1
WWE SmackDown vs. Raw 2010,18,2009,3,514,0.48,0.49,0.01,0.2,1.18,1
Plants vs. Zombies,5,2011,12,307,0.95,0.15,0,0.08,1.18,1
Sonic the Hedgehog,18,2006,5,452,0.41,0.07,0.04,0.66,1.18,1
Super Ghouls 'n Ghosts,24,1991,5,82,0.5,0.14,0.52,0.02,1.18,1
Spore,14,2008,12,139,0.03,1.06,0,0.09,1.17,1
Soviet Strike,16,1996,10,139,0.65,0.44,0,0.08,1.17,1
Your Shape: Fitness Evolved 2012,29,2011,11,532,0.7,0.37,0,0.1,1.17,1
Army of Two,18,2008,9,139,0.74,0.26,0.02,0.15,1.17,1
Gun,17,2005,9,17,0.98,0.04,0,0.16,1.17,1
Ty the Tasmanian Tiger,17,2002,5,139,0.57,0.45,0,0.15,1.17,1
Wario Land: Shake It!,26,2008,5,368,0.6,0.31,0.15,0.11,1.17,1
Sonic Rush Adventure,5,2007,5,452,0.54,0.49,0.01,0.12,1.17,1
Medal of Honor: Warfighter,29,2012,1,139,0.58,0.47,0.01,0.1,1.17,1
Mega Man 3,12,1990,5,82,0.68,0.1,0.39,0,1.17,1
Ratchet & Clank (2016),19,2016,5,464,0.32,0.64,0.04,0.18,1.17,1
Mission: Impossible,11,1997,1,380,0.74,0.38,0.02,0.03,1.17,1
Romancing SaGa 2,24,1993,8,475,0,0,1.17,0,1.17,1
Cabela's Dangerous Hunts,17,2003,11,575,0.57,0.45,0,0.15,1.17,1
Cool Boarders 4,16,1998,11,11,0.65,0.44,0,0.08,1.17,1
Rage Racer,16,1996,7,464,0.16,0.11,0.83,0.08,1.17,1
Medal of Honor: Rising Sun,30,2003,9,139,0.76,0.36,0,0.05,1.17,1
Football Manager 2013,14,2012,11,452,0,0.95,0,0.22,1.17,1
Destruction Derby 2,16,1996,7,422,0.65,0.44,0,0.08,1.17,1
Mirror's Edge,29,2008,5,139,0.51,0.51,0.01,0.13,1.17,1
Destiny: The Taken King,31,2015,9,17,0.82,0.23,0,0.11,1.17,1
Mario vs. Donkey Kong,7,2004,6,368,0.68,0.25,0.21,0.02,1.17,1
007: Quantum of Solace,18,2008,1,17,0.43,0.52,0.02,0.2,1.16,1
EA Sports Active: More Workouts,26,2009,11,139,0.78,0.28,0,0.1,1.16,1
Fallout: New Vegas,14,2010,8,65,0.58,0.45,0,0.14,1.16,1
Need for Speed: Most Wanted,21,2012,7,139,0.38,0.52,0.01,0.25,1.16,1
Final Fantasy Tactics: The War of the Lions,20,2007,8,474,0.45,0.25,0.3,0.16,1.16,1
Midnight Club 3: DUB Edition Remix,17,2006,7,498,0.97,0.04,0,0.16,1.16,1
Tom Clancy's Ghost Recon: Jungle Storm,17,2004,9,532,0.57,0.44,0,0.15,1.16,1
SingStar,18,2007,4,464,0.45,0.58,0,0.13,1.16,1
Bushido Blade,16,1997,3,464,0.39,0.27,0.43,0.08,1.16,1
LEGO Star Wars III: The Clone Wars,5,2011,1,296,0.66,0.39,0,0.11,1.16,1
NASCAR Thunder 2002,17,2001,7,139,0.57,0.44,0,0.15,1.16,1
Jet Force Gemini,11,1999,9,368,0.78,0.28,0.07,0.02,1.16,1
Mega Man X,24,1993,5,82,0.57,0.08,0.5,0.01,1.16,1
Yu-Gi-Oh! The Sacred Cards (American and Others sales),7,2002,8,282,0.84,0.27,0,0.05,1.16,1
Sega Rally Championship,22,1995,7,452,0.21,0.16,0.77,0.02,1.16,1
Test Drive: Off Road,16,1997,7,138,0.65,0.44,0,0.08,1.16,1
Medal of Honor Heroes 2,20,2007,9,139,0.5,0.39,0.02,0.25,1.16,1
